label,sms
ham,Can come my room but cannot come my house cos my house still messy... Haha...
spam,"Cheers to ENGLAND! Grab the official poly ringtone or a color flag for your phone! Message TONE or FLAG to 84199 now! Opt-out with ENG STOP. Box39822 W111WX, ?.50 per text."
spam,"Your distinct user ID is 1172. To unsubscribe, text STOP to 87239 or contact customer services at 08708034412."
ham,"not that I know of, most people up here are still out of town"
spam,"44 7732584351, Do you desire a New Nokia 3510i color phone to be delivered tomorrow? It includes 300 free minutes to any mobile, 100 free texts, and a Free Camcorder. Respond or call 08000930705."
ham,Thanx a lot...
spam,"Start winning a ?00 shopping spree every week from now! Join by texting STORE to 88039. It's a skill game. Terms at 08714740323, 1Winawk! Suitable for 16 and over, subscription ?.50 weekly."
ham,No just send to you. Bec you in temple na.
ham,On the road so cant txt
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,Want to send me a virtual hug?... I need one
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,I know you are. Can you pls open the back?
spam,"Looking for spicy XXX images on your phone, boys? Send PORN to 69855. Enjoy 24 hours free, followed by a 50p daily charge. Text STOPBCM SF WC1N3XX to cancel."
ham,Lol ok your forgiven :)
ham,I went to ur hon lab but no one is there.
spam,"You have been assigned the unique user ID 1172. To opt out, send STOP to 87239 or reach out to customer services at 08708034412."
ham,Jos ask if u wana meet up?
spam,You have won a guaranteed 32000 award or maybe even Â£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham,Nah dub but je still buff
ham,What is important is that you prevent dehydration by giving her enough fluids
spam,"Get your mobile in the Halloween spirit with a collection of spooky logos and picture messages, along with a free eerie tone. Text 'CARD SPOOK' to 8007, zed 08701417012150p for each logo/picture."
ham,Msg me when rajini comes.
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,But pls dont play in others life.
spam,"Need a loan for any purpose? Borrow between ?00 and ?5,000. Homeowners and tenants are welcome. Even if you've been previously refused, we can still help. Call for free at 0800 1956669 or text back 'help'."
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
spam,"A Meet+Greet with Westlife could be yours or your friend's! Which tour are they on? 1) Unbreakable, 2) Untamed, 3) Unkempt. Message 1, 2, or 3 to 83049. Costs 50p plus the usual text rate."
spam,"Enjoy the top Nokia Tone for your mobile weekly! Simply text NOK to 87021. First Tone is on us, so start texting and share with friends. 150p per tone, for 16+, text HL for more info."
spam,"You've secured a guaranteed ?2,000 award, and there's even a chance of winning ?,000 in cash. To claim your prize, call free on 0800 ..... (18+). It's a legitimate toll-free number. What are your thoughts?"
spam,"Your mobile is 11 months old? Time for a complimentary upgrade to Orange's latest colour camera phones and enjoy endless weekend calls. Call Mobile Upd8 on 08000839402 or to stop, text 2StopTx."
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
spam,"Following up on your interest in our Video Handset. It features 750 mins to any network, UNLIMITED TEXTS, and a Camcorder. To confirm, reply or ring 08000930705 NOW."
spam,"Meet goldviking, a 29-year-old male, inviting you for friendship. Reply YES-762 to connect or NO-762 to pass. Visit www.SMS.ac/u/goldviking for details. Stop messages with STOP FRND to 62468."
spam,Important: This communication is provided by GMW Ltd. and has no connection to subsequent information.
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,You bad girl. I can still remember them
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
spam,"Good Fortune! The draw will be held on 28th Feb 06. Best Wishes! To opt-out, send STOP to 87239. Customer service number: 08708034412."
spam,"After buying just one ringtone, now I'm getting texts that cost ?, offering more ringtones and services."
spam,Join Us Tomorrow! An exclusive Zouk night with Nichols from Paris awaits you on 28/5 at XCLUSIVE@CLUBSAISAI. We're offering free roses to all ladies! Contact us at 07946746291/07880867867.
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
spam,"Joyful news! Youï¿½re entitled to two VIP A row tickets for Blu in concert this November or a Blu gift for sure. Claim by calling 09061104276. Check www.smsco.net for terms, max cost ?.75."
spam,"Regardless of your credit history, loans for various needs are accessible, and tenants are accepted. Get in touch with NoWorriesLoans.com by dialing 08717111821."
spam,This is time-sensitive! Your mobile number has been picked to receive a guaranteed ?000 reward. Claim it by calling 09061790125 from a landline and mentioning the code 3030. Please note that this offer is available for the next 12 hours at a rate of 150ppm.
ham,With my sis lor... We juz watched italian job.
ham,I cant pick the phone right now. Pls send a message
spam,"Choose from an extensive range of excellent tones weekly with SplashMobile! This service runs on a subscription basis, with a weekly cost of 300p per tone. You're on one credit ?just relax and delight in it!"
spam,"Promotion 8714714 brings you a City Break and the opportunity to WIN ?00 for Summer Shopping every week. Text STORE to 88039. Skill Game involved. T&Cs at 087147403231. Must be 16 or older, ?.50/week."
spam,"Grab the opportunity to win CDs for a year from your chosen store, up to ?00, and be part of our ?00 weekly lottery! Send MUSIC to 87066. Full T&Cs at www.Ldew.com, for 16+ subscribers, 1 win costs 150ppm x3."
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
ham,I finished my lunch already. U wake up already?
ham,Waaaat?? Lololo ok next time then!
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,India have to take lead:)
spam,"Been with your mobile for 10 months? Update to the latest Camera/Video phones at zero cost. Preserve your number, plus extra free minutes/texts. For a call, text YES."
spam,A person you know wants us to contact you through our dating service. Curious to find out who? Make a call to 09058091854 and uncover the mystery. Located at PO BOX385 M6 6WU.
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
spam,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,"Opportunity to Star in a Fantasy Reality Show! Dial 08707509020 now, only 20p/min. NTT Ltd, PO Box 1327 Croydon CR9 5WB. Standard national rates apply."
ham,I could ask carlos if we could get more if anybody else can chip in
spam,"Holiday Prize Draw! We're contacting you to announce you've won a ?000 prize, guaranteed. Call 09058094565 from a landline, within the next 12 hours."
ham,Hey r Ã¼ still online? I've finished the formatting...
spam,Contact our customer support at FREEPHONE 0808 145 4742 from 9am to 11pm to claim your guaranteed prize of ?000 cash or a ?000 reward!
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
spam,"Experience thrilling LIVE FANTASIES by calling 08707509020 at just 20p per minute. Brought to you by NTT Ltd, PO Box 1327, Croydon CR9 5WB, 0870."
ham,"Sorry, I'll call later in meeting"
spam,"Utilize your SMS SERVICES text credits by going to www.comuk.net. Log in with the code 3qxj9. To opt out, send 'STOP', at no extra cost. For help, contact 08702840625. comuk.220cm2 9AE."
spam,"Get the first week's Nokia tone for your mobile free! Text NOKIA to 8007 and let your friends know. More at www.getzed.co.uk, POBox 36504 W45WQ. Normal rate is 150p/tone, for ages 16+."
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
spam,"Urgent winning alert! Your mobile number is the lucky recipient of a guaranteed ?000 prize. Dial 09061790121 from a landline, claim with 3030. Hurry, offer valid for 12 hours, 150ppm."
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,"You've won ?0 for Instant Cash Play! Dial 08715203028 to claim your prize. Every ninth player wins between ?0 and ?00. To opt out, call 08718727870"
ham,Can a not?
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
spam,Looking for the latest Video handset? Offering 750 minutes valid anytime across all networks and a 50% discount on line rental. Reply or call 08000930705 for delivery by tomorrow.
spam,"Upgrade to the latest camera phones and enjoy 4 months of half-price Orange line rental for FREE. If you've had your phone for 11 months, call MobilesDirect free on 08000938767 to update now! or2stoptxt."
ham,Have you laid your airtel line to rest?
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
spam,"Free ringtones for you! If you wish to stop receiving them, text 'STOP' to 61610. Need assistance? Call 08712400602. 450p. Brought to you by tones2you.co.uk"
ham,Actually getting ready to leave the house.
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
spam,"Are you interested in acquiring a brand-new Video handset? Get 750 minutes that work for any network, any time, along with UNLIMITED TEXT. And yes, there's a Camcorder! Feel free to respond or ring 08000930705 for Saturday AM delivery."
ham,Whos this am in class:-)
