Category,Original Message,Message 1,Message 2,Message 3,Message 4,Message 5
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,Message from 88877: Gain free access to our weekly ?50 competition by simply texting 'ENTER' to 88877. Age 18+; terms and conditions at www.textcomp.com.,"Courtesy of 88877: Enter our weekly contest with a prize of ?50 at no cost, just text 'ENTER' to 88877 immediately. Must be 18 or older. Details at www.textcomp.com.",Alert from 88877: Join our ?50 weekly competition for free! Just send 'ENTER' to 88877 right away. Participants must be 18 or over. Terms at www.textcomp.com.,"Notification from 88877: Participate in our weekly ?50 contest without any charge. Text 'ENTER' to 88877 now. Open to those 18 and above. For T&C, visit www.textcomp.com.",From 88877: Secure a free spot in our ?50 weekly competition. Just dispatch the word 'ENTER' to 88877. Entrants must be over 18. See www.textcomp.com for terms.
spam,88066 FROM 88066 LOST 3POUND HELP,"Message from 88066: I've misplaced 3 pounds, assistance needed.","Alert via 88066: Lost 3 pounds, seeking help.","Notification from 88066: 3 pounds gone missing, need help.","SMS from 88066: Have lost 3 pounds, require assistance.","Communication from 88066: 3 pounds lost, help requested."
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,Owned your mobile for 11 months? Upgrade at no cost to the newest Orange colour camera mobiles with unlimited weekend calls. Dial Mobile Upd8 at 08000839402 or text 2StopTx to unsubscribe.,Is your mobile 11 months old? Get a free update to the latest Orange mobiles with color cameras and enjoy unlimited calls on weekends. Contact Mobile Upd8 at 08000839402 or text 2StopTx to opt-out.,Been with your mobile for 11 months? Switch for free to the latest Orange mobiles featuring color cameras and limitless weekend calls. Reach Mobile Upd8 at freefone 08000839402 or text 2StopTx for stopping.,"Your mobile is 11 months old? Time for a complimentary upgrade to Orange's latest colour camera phones and enjoy endless weekend calls. Call Mobile Upd8 on 08000839402 or to stop, text 2StopTx.","11 months with your current mobile? Upgrade for free to the newest colour camera phones from Orange and get unlimited weekend calls. For upgrading, call Mobile Upd8 at 08000839402, or text 2StopTx to end."
spam,You have 1 new message. Please call 08718738034.,"Notification: 1 new message received. For details, dial 08718738034.",Alert: You've got a new message. Please contact 08718738034 to listen.,A new message awaits you. Call 08718738034 to access it.,There is one new message for you. Kindly call 08718738034 to check.,"You have received a new message. To retrieve it, please ring 08718738034."
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,"Message from 21870000: Greetings, you've received an SMS alert from Mailbox Messaging. There are 4 new messages and 21 matches for you. Dial 09056242159 to check them.","Alert forwarded from 21870000: Hello, this is a notification from your Mailbox Messaging. You currently have 4 messages and 21 matches. Please call 09056242159 to retrieve them.","From 21870000: Hi, your Mailbox Messaging service here. You've got 4 messages and 21 matches waiting. To access them, please call 09056242159.","Notification via 21870000: Hi, this is your Mailbox Messaging with an update. There are 4 messages and 21 matches in your account. Call 09056242159 to retrieve your content.","Forwarded message from 21870000: Hello, your Mailbox Messaging SMS alert here. You have accumulated 4 messages and 21 matches. Please call back on 09056242159 to get your messages and matches."
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congratulations! You've won a one-year special cinema pass for two. Dial 09061209465 immediately! Enjoy Superman V, Matrix3, StarWars3, and more for FREE! Code bx420-ip4-5we, only 150pm. Grab this opportunity!","Exciting news! A special one-year cinema pass for two people is yours. Call 09061209465 now to claim it. Watch Superman V, Matrix3, StarWars3, and more, all at no cost! Reference bx420-ip4-5we, 150pm. Don't let this chance slip away!","You're in luck! Claim your special one-year cinema pass for two by calling 09061209465. Free access to Superman V, Matrix3, StarWars3, and others! Code: bx420-ip4-5we. Cost: 150pm. Hurry, don't miss out!","Winner alert! Secure your one-year special cinema pass for two. Just ring 09061209465 now! Enjoy hits like Superman V, Matrix3, StarWars3, and more for FREE! Mention bx420-ip4-5we, at 150pm. Act fast!","Celebrate! You've earned a one-year cinema pass for two. Call 09061209465 to claim. Watch Superman V, Matrix3, StarWars3, etc., absolutely FREE! Reference: bx420-ip4-5we, price: 150pm. Seize this chance now!"
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,"Victory is within reach! Win a year's supply of CDs from your preferred store, valued at ?00, and get a chance in our weekly ?00 draw. Text MUSIC to 87066. Terms at www.Ldew.com.subs16+1win150ppmx3.","Stand a chance to win CDs for a year from a store you choose, worth ?00, and enter our weekly draw for ?00. Send MUSIC to 87066. For terms, visit www.Ldew.com.subs16+1win150ppmx3.","Achieve a win of a year's worth of CDs from a store you like, totaling ?00, plus participate in our ?00 weekly lottery. Text MUSIC to 87066, conditions on www.Ldew.com.subs16+1win150ppmx3.","Grab the opportunity to win CDs for a year from your favorite store, up to ?00, and be part of our weekly ?00 giveaway. Just text MUSIC to 87066. T&C at www.Ldew.com.subs16+1win150ppmx3.","Your chance to win a year-long supply of CDs from a store of your choice worth ?00, plus a shot at our ?00 weekly prize. Text MUSIC to 87066. Details at www.Ldew.com.subs16+1win150ppmx3."
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,"Join the Moby Pub Quiz! Win a ?00 High Street voucher by knowing the new Duchess of Cornwall's first name. Text it to 82277. To unsubscribe, text STOP. Cost: ?.50. SP Arrow 008704050406.","Enter the Moby Pub Quiz and stand a chance to win a ?00 prize for High Street. Guess the first name of the upcoming Duchess of Cornwall and text it to 82277. To opt out, text STOP. Fee: ?.50. SP: Arrow 008704050406.",Try your luck at the Moby Pub Quiz. Win a ?00 High Street reward by texting the first name of the new Duchess of Cornwall to 82277. Stop subscription by texting STOP. Charge: ?.50. SP: Arrow 008704050406.,"Moby Pub Quiz challenge! Secure a ?00 prize for High Street if you can name the next Duchess of Cornwall. Send her first name to 82277. To cancel, text STOP. Cost is ?.50. Service Provider: Arrow 008704050406.",Participate in the Moby Pub Quiz! Earn a ?00 High Street prize by identifying the new Duchess of Cornwall. Text her first name to 82277. Unsubscribe with STOP. Price: ?.50. SP: Arrow 008704050406.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,"Congratulations! You're the winner of a Nokia 7250i, a reward from our FREE auction. Participate by texting 'Nokia' to 86021. HG/Suite342/2Lands Row/W1JHL, for 16 years and older.",Victory is yours with a Nokia 7250i from our no-cost auction. Get involved by sending 'Nokia' to 86021 immediately. Location: HG/Suite342/2Lands Row/W1JHL. Age 16+ only.,"You've secured a Nokia 7250i, thanks to winning our FREE auction. To join, simply text 'Nokia' to 86021 now. Address: HG/Suite342/2Lands Row/W1JHL, open to those 16 and above.","Triumph in our FREE auction brings you a Nokia 7250i. Enter by texting 'Nokia' to 86021. Venue: HG/Suite342/2Lands Row/W1JHL, suitable for ages 16 and up.","A Nokia 7250i is yours for winning our complimentary auction. To take part, text 'Nokia' to 86021. Location: HG/Suite342/2Lands Row/W1JHL, must be 16 or older."
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","Great news! A good friend's recommendation has won you a ?,000 Christmas prize. To claim, simply dial 08718726971 immediately. Cost: only 10p per minute, BT national rate.","Cheers! A recommendation from a friend has earned you the ?,000 Christmas reward. Claiming it is straightforward, just phone 08718726971 now. Charge: 10p per minute, at the BT national rate.""","Hooray! Your good friend helped you win the ?,000 holiday prize. To claim, just ring 08718726971 right away. It's only 10p per minute, following the BT national rate.","Joyous news! You've won a ?,000 Christmas prize, all thanks to a friend. Claiming is easy - call 08718726971 now. Rate: just 10p per minute, as per BT's national rate.","Happy tidings! A friend's action has led to your win of a ?,000 Christmas prize. To claim, quickly call 08718726971. The cost is a mere 10p per minute, according to the BT national rate."
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..","From tddnewsletter@emc1.co.uk (Courtesy of TheDailyDraw): Dear Helen, enjoy a plethora of free games with fabulous prizes...",Message to Helen from tddnewsletter@emc1.co.uk (Brought to you by TheDailyDraw): Discover dozens of complimentary games loaded with amazing rewards...,"For Helen, via tddnewsletter@emc1.co.uk (TheDailyDraw presents): Explore numerous free games offering grand prizes...","Email to Helen from tddnewsletter@emc1.co.uk (Games courtesy of TheDailyDraw): Engage in many free games, each with exciting prizes...","To Helen from tddnewsletter@emc1.co.uk (More from TheDailyDraw): Experience a variety of no-cost games, each with enticing prizes..."
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm","Immediate action required! Your mobile number has secured a ?000 Bonus Caller prize dated 10/06/03. We've tried reaching you twice! Please dial 09066368753 without delay! Box 97N7QP, rate: 150ppm.","Alert! Your phone number has been awarded a ?000 Bonus Caller prize as of 10/06/03. This is our second attempt to contact you. Urgently call 09066368753! Box 97N7QP, 150ppm.","Important notice! Your cell number has won a ?000 prize for bonus callers on 10/06/03. This message marks our second attempt to get in touch. Call 09066368753 as soon as possible! Box 97N7QP, cost: 150ppm.","Critical update! Your mobile number is the winner of a ?000 Bonus Caller award on 10/06/03. Attempting to reach you for the second time. Quickly call 09066368753! Box 97N7QP, charged at 150ppm.","Urgent message! Your mobile number is selected for a ?000 bonus prize dated 10/06/03. We are trying to contact you again. Please reach out to 09066368753 at your earliest convenience! Box 97N7QP, rate: 150ppm."
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,"Enhance your Orange plan: Double your minutes and texts or enjoy half-price line rental. Get Motorola and SonyEricsson with Bluetooth for FREE, along with Nokia. Contact MobileUpd8 at 08000839402 or text HV9D to opt out.","Boost your mobile experience with Orange: Get twice the minutes and texts, or choose half the cost on line rentals. Motorola and SonyEricsson with Bluetooth, plus Nokia, all free. Dial MobileUpd8 on 08000839402, or to opt out, text HV9D.","Upgrade your Orange service: Double your talk time and texts, or opt for 50% off on line rental. Avail Motorola and SonyEricsson with Bluetooth, and Nokia at no cost. Reach MobileUpd8 at 08000839402 or opt out with HV9D.","Orange's special offer: Double your minutes and messages, or take line rentals at half price. Free Motorola and SonyEricsson with Bluetooth, plus Nokia. Call MobileUpd8 at 08000839402, or for opting out, text HV9D.","Orange deal: Increase your minutes and texts twofold, or go for half-priced line rentals. Motorola and SonyEricsson with Bluetooth and Nokia are free. Reach out to MobileUpd8 at 08000839402, or text HV9D to opt out."
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",Enjoy unlimited ringtone downloads from a selection of thousands. Feel free to share them with your friends. Text 'Sir' to 80082 for just ?.,"Get as many ringtones as you want without any limits, with thousands available. You can even send them to your buddies. Simply text 'Sir' to 80082, cost: ?.","Unrestricted access to countless ringtones! Choose from over a thousand options and share with your friends. Text 'Sir' to 80082, only ?.","No limits on ringtone downloads! Choose from a vast collection and share with your friends. For access, text 'Sir' to 80082, costing ?.","Download your choice of ringtones, absolutely no restrictions, from a pool of thousands. You can even send them to your friends. Just text 'Sir' to 80082 at a cost of ?."
